feature,importance_mean,importance_std
Sodium__max,0.12136533301895229,0.004736311881916707
age,0.07300474170360331,0.004689469205019313
"Potassium, Whole Blood__mean",0.06969448622459366,0.005450686757003018
"Chloride, Whole Blood__last",0.0679467238130371,0.00484559363136819
Temperature Fahrenheit__mean,0.06747071533742406,0.0034762157237543216
Chloride__last,0.05832314447015696,0.003843234169164598
Temperature Fahrenheit__last,0.05550550388761386,0.002938813198221513
Temperature F__last,0.046737820743194415,0.0018601317714136054
Bicarbonate__last,0.04533815933670664,0.0053874766516959285
Chloride__mean,0.0447331658746926,0.002718149394587653
SpO2__last,0.043229397421441204,0.0026317731762672512
"Chloride, Whole Blood__min",0.04266737782713226,0.0027117832732384854
CK-MB Index__mean,0.041633247829280996,0.004077498430419407
Smoking Cessation Info Offered through BIDMC Inpatient Guide__mean,0.04119007189566108,0.0026762437322878207
SpO2 Desat Limit__mean,0.03994877362849662,0.002704998874310566
"Temp/Iso/Warmer [Temperature, degrees C]__max",0.03714438015266504,0.004584768984447721
Chloride__min,0.03601419278533415,0.0022466549697898876
Sodium__min,0.03593173113063741,0.0034941089317708277
O2 Saturation Pulseoxymetry Alarm - Low__min,0.035778375270884365,0.0024821902921154347
Arterial Blood Pressure systolic__mean,0.0336512955860514,0.0024686169486962534
"Calculated Bicarbonate, Whole Blood__min",0.03353663522221868,0.0014925273245443486
Currently experiencing pain__mean,0.0314710056328726,0.0029097635200745118
"Calculated Bicarbonate, Whole Blood__max",0.031038192866464764,0.003034117941324784
Temperature Fahrenheit__max,0.030363097490465573,0.001847079769444126
SpO2 Alarm [High]__max,0.030022824321180842,0.000849003334606121
Temperature C__mean,0.029519782874216506,0.003148569746696167
"Temp/Iso/Warmer [Temperature, degrees C]__last",0.02930855807461863,0.0031337456079175508
"Potassium, Whole Blood__min",0.028966351715119965,0.003610394686062146
BP Cuff [Diastolic]__mean,0.028925818103914435,0.003860852822606134
Arterial O2 Saturation__min,0.02889916543227724,0.003576713189534547
eth_WHITE,0.028584499110415672,0.0019457138046821453
gender_M,0.028378756965030873,0.003188392267072921
"Chloride, Whole Blood__max",0.02750362393935992,0.002097621036772555
Temperature C (calc)__mean,0.025798233254294423,0.001933446931347137
gender_F,0.025746956176162496,0.003137561731894637
Baseline Current/mA__last,0.02519764493063654,0.000779755935378775
"Hematocrit, Calculated__max",0.025045873653025973,0.0027175698672837483
O2 saturation pulseoxymetry__min,0.02466208785810764,0.0018501263807774195
Arterial Blood Pressure diastolic__last,0.02362916214268467,0.0022551556282423375
Currently experiencing pain__max,0.02307836138994477,0.00376014610242767
Heart Rate__last,0.02250886256792315,0.001465024085684127
"Sodium, Whole Blood__last",0.022104413821866387,0.002463761772141557
Urea Nitrogen__min,0.021355603684597168,0.0030602200351759574
O2 Saturation Pulseoxymetry Alarm - Low__last,0.020960408898252746,0.0021739952794696286
Prothrombin time__last,0.020587937019832036,0.0024275588839790725
"Sodium, Urine__last",0.020125048884359065,0.0026007314918648525
Arterial O2 Saturation__max,0.018459843202427863,0.003302805482371795
Prothrombin time__min,0.01841506291108026,0.0020882258403580292
Hemoglobin__max,0.01786083946091248,0.0033807049970640338
HR Alarm [Low]__min,0.017550705043978466,0.00237909501746501
"Sodium, Whole Blood__min",0.01743563268878876,0.002952855189280639
SpO2 Alarm [Low]__max,0.017324648555526668,0.0007845567934132305
Temperature C__max,0.01699201307216889,0.001659264120469093
Bicarbonate__mean,0.016372409762800723,0.002990106639644023
Heart rate Alarm - High__min,0.016289345966889912,0.0015576919408057544
NBP [Diastolic]__mean,0.015885245828904403,0.0016878280016974529
Bicarbonate__min,0.01574209467814929,0.00286096074854113
PAP [Systolic]__mean,0.015360368840016148,0.0008739990053964993
Sodium__last,0.01531669775616835,0.0018369910340042205
"Potassium, Whole Blood__max",0.014912977917897141,0.0030686749735436974
Urea Nitrogen__last,0.014898843445185883,0.00247521819313975
Temperature C (calc)__last,0.01486784901847824,0.0016253738734280214
"Temp/Iso/Warmer [Temperature, degrees C]__min",0.01485888028355149,0.002445264399674408
Potassium__mean,0.01471186275236851,0.0004832773265036863
CK-MB Index__min,0.014578377552682653,0.002058802580419987
Chloride__max,0.014364617421656711,0.0015474673296701359
CK-MB Index__max,0.014080216618717256,0.002577035258487999
Lactate Dehydrogenase (LD)__min,0.01386515713033445,0.0016170864238699307
"Hematocrit, Calculated__last",0.013678176437517075,0.001322733299513325
O2 Saturation Pulseoxymetry Alarm - High__last,0.013652886506522499,0.0013685824351783724
BP Cuff [Systolic]__last,0.013335621469947156,0.00304954456703121
BP Cuff [Systolic]__mean,0.013164296448697899,0.002634372004001589
"Sodium, Urine__min",0.013150383817486632,0.0023402098470847567
Temperature F (calc)__mean,0.01300951446501657,0.001976702353511329
Platelet Count__min,0.013008056649445442,0.0020351305862820876
eth_BLACK,0.012575180499751926,0.002378736283073479
Respiratory Rate__mean,0.012374128717509026,0.0012715612841953125
Temperature F (calc)__max,0.012343577973801168,0.0013854362969467815
Arterial BP [Diastolic]__last,0.012214561295757199,0.001511866546145258
Atrial Pacemaker Threshold [Value]__mean,0.012048718928721081,0.0012388320322604895
PAP [Diastolic]__last,0.012021876107226803,0.0009284526255315918
Temporary Venticular Stim Threshold mA__last,0.01176919863878061,0.0019443269624687333
"Urea Nitrogen, Urine__mean",0.011670637629515878,0.0008956001603429594
Platelet Count__max,0.011110931525135004,0.002471720199837821
"Creatinine, Urine__mean",0.011022036466939644,0.002593470935695882
Lactate__last,0.010922619783317966,0.0012445555883630194
HR Alarm [Low]__mean,0.01084770073961967,0.0014976889925095976
PAP [Diastolic]__mean,0.01073833288014292,0.0012639029172582482
"Temp/Iso/Warmer [Temperature, degrees C]__mean",0.010423127800352816,0.00276492449801532
SpO2 Alarm [Low]__last,0.010421860134638838,0.0006559910224034638
rx_total_mentions,0.010380153932647707,0.0007559674385097197
"Urea Nitrogen, Urine__last",0.010345039592369454,0.001520944264470262
Currently experiencing pain__last,0.010234530833750166,0.002252937510645215
Potassium__min,0.010142941985912524,0.0011646115933462771
"Calculated Bicarbonate, Whole Blood__last",0.010089763409209506,0.0010534022136906558
Heart Rate__mean,0.01008358353885368,0.0010009850250138302
Bicarbonate__max,0.009996526595943656,0.0020000583836286613
Baseline Current/mA__max,0.009717006306003117,0.0033042366110256
Temporary Atrial Stim Threshold mA__max,0.009603898832670077,0.001989832521763234
"Chloride, Urine__mean",0.00939622349707141,0.001630420242044451
Arterial BP [Systolic]__last,0.00931265263487493,0.001070803410676518
eth_OTHER,0.009128048815271383,0.0012842820668187162
% Hemoglobin A1c__last,0.009031642837720465,0.0013143491090331473
Pulmonary Artery Pressure systolic__last,0.008986165330230157,0.0011802442396678494
Spon RR (Mech.)__mean,0.008890203035679067,0.0011658308241293109
"Glucose, Pleural__min",0.008885164064465911,0.000896343064078115
SpO2 Alarm [High]__min,0.008823967502121777,0.0009291977231894975
Ventricular Pacemaker Threshold [Value]__max,0.008776239887989146,0.001345273266401144
SpO2__max,0.008763721689063165,0.001361179138680922
Current Used/mA__last,0.008639458757446738,0.0008136091658531446
Smoking Cessation Info Offered through BIDMC Inpatient Guide__last,0.00861382021838084,0.0012891508131206465
SpO2 Desat Limit__max,0.008285209573665053,0.0013271033166769404
SpO2__mean,0.008225502518534955,0.0008463255483919869
Respiratory Rate (Set)__mean,0.00812307512884245,0.0011940216112248934
Urea Nitrogen__mean,0.00800933382265232,0.00281234578812112
Atr Stim Thresh mA__mean,0.007935365528239525,0.0008835049634526318
Temporary Venticular Sens Threshold mV__last,0.007907255041031203,0.0005316402205234751
Ventricular Pacemaker Threshold [Value]__min,0.007860890167541056,0.0010115248666685357
Respiratory Rate Set__mean,0.007800707737768175,0.0008833776723752737
Temperature Fahrenheit__min,0.007795446925055049,0.0010496403997065746
BP Cuff [Diastolic]__max,0.007775798106487786,0.0022429516501526617
Manual BP [Systolic]__max,0.00776099810927664,0.0008371860274354715
PAP [Systolic]__last,0.007753772414706717,0.0014316411259058164
White Blood Cells__last,0.007741380982352308,0.0015345988969841745
Temperature C__last,0.007450420009342706,0.001163341276283745
Pulmonary Artery Pressure systolic__max,0.0073413373746517244,0.001219224626755094
Atr Sens Thresh mV__min,0.007323748512869721,0.0022091364189616
Atr Stim Thresh mA__max,0.007276971648022501,0.0008139279101290728
Manual Blood Pressure Systolic Left__max,0.007144659039122115,0.002215580421130968
NBP [Diastolic]__last,0.007014754995078287,0.0013367202420827523
Atr Sens Thresh mV__max,0.0069569494385191884,0.002471219828126059
HR Alarm [Low]__last,0.006825080512618742,0.0013820487209020608
Respiratory Rate (Set)__max,0.0061480519464056195,0.0016692154610934505
HR Alarm [Low]__max,0.006115187712769821,0.0009400035283351523
Temperature F (calc)__last,0.006066572732637376,0.0009722348020307115
Temporary Venticular Stim Threshold mA__mean,0.0059486481295909725,0.0009068714771123339
"Hematocrit, Calculated__min",0.005895754777673634,0.0011282396086237326
"Potassium, Urine__max",0.005893853279102634,0.0008713512455568492
Manual Blood Pressure Diastolic Right__max,0.005883997178176159,0.0018670587455413895
rx_unique_drugs,0.00586038690425259,0.0013720641556639213
Spon RR (Mech.)__min,0.005810409183477505,0.00088944910028485
Spont RR__min,0.005765121825844344,0.0019020175131895373
Respiratory Rate (Total)__last,0.005748578788276481,0.0012390774164013245
Manual Blood Pressure Systolic Right__max,0.00559072271523855,0.0017215014893099878
Pulmonary Artery Pressure systolic__mean,0.00555567175824605,0.0014175040564874996
SpO2 Alarm [Low]__min,0.00555266105217529,0.0005948042963752103
Manual BP [Systolic]__min,0.005533139000179421,0.0002920353265632799
Lowest Heart Rate__last,0.0055286704785374894,0.0021094558561612817
Creatinine__max,0.00550258825647163,0.0012322234008032493
eth_HISPANIC,0.005472227662621032,0.0016761384367502065
PAR-Oxygen saturation__min,0.005448173705697501,0.0005603581612941678
Non Invasive Blood Pressure diastolic__last,0.005415404546990144,0.0011621724039342278
Sodium__mean,0.0052119758915335265,0.0010102223874077652
Creatine Kinase (CK)__last,0.005165801167900441,0.0006927647976112077
"Creatinine, Urine__last",0.005059729239280197,0.001423974470723097
SpO2 Alarm [Low]__mean,0.00495806244901611,0.0006403969612711931
"Potassium, Urine__min",0.004895851754100833,0.0009508951847537408
Heart Rate__min,0.004778909591982861,0.0012782116037644005
Manual BP [Diastolic]__max,0.004764870194200155,0.00026893764894152597
O2 saturation pulseoxymetry__last,0.004749721588917599,0.000678523673099574
Manual Blood Pressure Systolic Left__min,0.004738597822277169,0.0006267286726874267
Manual BP [Diastolic]__min,0.004687447510716569,0.0003559308090533046
PAR-Oxygen saturation__last,0.00467578498614758,0.0005766373275069768
CK-MB Index__last,0.004619468936802496,0.0013523192816578024
HR Alarm [High]__last,0.004592182432308323,0.000721773715660198
Temperature Celsius__last,0.004584449671452773,0.000726525908711962
Atrial Pacemaker Threshold [Value]__last,0.004575290786669029,0.0006642262863874931
PAR-Oxygen saturation__mean,0.004564198711671352,0.0006228854371559084
Pulmonary Artery Pressure diastolic__mean,0.004512351183968155,0.0011449494938542309
Carboxyhemoglobin__min,0.00445451393576608,0.0005268496105864605
BP Cuff [Diastolic]__min,0.004423265975915691,0.0013678439864887254
Smoking Cessation Info Offered through BIDMC Inpatient Guide__max,0.0044081173706332025,0.000952378421581755
Temporary Venticular Sens Threshold mV__mean,0.0043696754078556225,0.0005647362669559742
"Chloride, Urine__min",0.0042896857013012156,0.0006456384137895432
O2 Saturation Pulseoxymetry Alarm - High__min,0.004274442021090241,0.0006782340651574141
Non Invasive Blood Pressure diastolic__min,0.0042289328219569985,0.0012445383724466715
Temporary Venticular Sens Threshold mV__min,0.00422503474988647,0.0009789944824319596
Atr Sens Thresh mV__mean,0.00418193411560992,0.0011126280226092784
