feature,importance_mean,importance_std
BP Cuff [Systolic]__last,0.07749657951708891,0.011518623451733365
BP Cuff [Diastolic]__mean,0.07710954646709238,0.01175026133626313
Potassium__mean,0.0676587186132459,0.007249443537216104
"Sodium, Whole Blood__last",0.05082442217338303,0.014049341501072045
Temperature C (calc)__mean,0.04820195247281887,0.008026102980652487
Sodium__max,0.04718953429211292,0.007844708246401271
Sodium__min,0.04711493270190541,0.007631677273573043
Temperature Fahrenheit__mean,0.04648745872667015,0.008051284253161407
Chloride__last,0.04551816026510418,0.006132717379254769
"Temp/Iso/Warmer [Temperature, degrees C]__last",0.04407648453434425,0.00849404303209998
White Blood Cells__mean,0.04085138318808394,0.011913784675403681
SpO2 Desat Limit__min,0.039258564635563695,0.006373560196686332
Lactate Dehydrogenase (LD)__mean,0.03890062620574808,0.009836708439996733
White Blood Cells__min,0.03766910315460279,0.008084318482591132
HR Alarm [Low]__mean,0.035895226542648914,0.011121398464146356
"Potassium, Whole Blood__min",0.03430397462352295,0.008397692850284251
SpO2 Alarm [High]__min,0.033250749372973565,0.010041690382606156
"Sodium, Whole Blood__mean",0.03272346533338697,0.014679129331117018
SpO2 Alarm [High]__max,0.03239947062711579,0.010074029240343188
SpO2 Alarm [Low]__last,0.031991176123910205,0.008645753405738978
SpO2__last,0.02981363030734354,0.007274077219063609
SpO2 Desat Limit__max,0.029601015775252138,0.005972535757402224
Temperature F__mean,0.02929693969356646,0.008413500125831705
"Hematocrit, Calculated__mean",0.029235169576874644,0.009602112213562436
"Chloride, Whole Blood__last",0.029214281131616525,0.01288117330929075
White Blood Cells__max,0.029042100661417637,0.008201280261368042
Arterial Blood Pressure diastolic__mean,0.0287898726849261,0.008529423466708829
Temperature F__max,0.0283582278839855,0.00618722474938734
O2 Saturation Pulseoxymetry Alarm - Low__min,0.028356885055361734,0.005652224126189093
Temperature F__min,0.028156878192015445,0.00612879689131293
Temperature Fahrenheit__last,0.027742988569544335,0.004510166687423029
SpO2 Desat Limit__last,0.026894544684114407,0.004117604393493387
Spon RR (Mech.)__last,0.02678659618308423,0.006500861887251926
Bicarbonate__max,0.025703754101222342,0.004013408128240828
Bicarbonate__min,0.025373343658193347,0.003031244037310525
Temperature C (calc)__min,0.02534163798235516,0.0054871081627575575
Temperature C (calc)__max,0.02524831139300556,0.005592726154455335
Heart rate Alarm - High__min,0.025031295367091966,0.006327912690313138
Heart Rate__std,0.025000559511926524,0.00511294033491741
HR Alarm [High]__last,0.02438815505791312,0.009246856704723453
"Potassium, Whole Blood__mean",0.02281227106636996,0.009849433571648226
"Creatinine, Urine__mean",0.022636211313480304,0.00531202067379513
"Hematocrit, Calculated__range",0.021431022623678176,0.008781224984394797
HR Alarm [High]__min,0.0206847829168326,0.007048450744063258
Sodium__last,0.020171971585746285,0.005550332453503796
Respiratory Rate (Total)__min,0.019809482458927996,0.007415225680160209
Non Invasive Blood Pressure diastolic__min,0.019540394523049585,0.004937906029606236
SpO2 Alarm [Low]__max,0.019271082782400507,0.006953588139447363
NBP [Systolic]__mean,0.019048024027680112,0.005569063043466158
HR Alarm [High]__max,0.018693517271014114,0.006948715006601961
SpO2 Alarm [Low]__min,0.01822621290995432,0.0069556337330209
"Chloride, Whole Blood__min",0.018212262412585556,0.010793877517926272
SpO2 Desat Limit__mean,0.018150865303844754,0.005999088550583645
Hematocrit__max,0.01759858973153865,0.009352337023492656
"Sodium, Urine__mean",0.017596127879061774,0.005817744640548765
"Chloride, Whole Blood__max",0.01720349970979973,0.010454985473973397
PAP [Diastolic]__mean,0.01712636166552517,0.006544812328012768
SpO2 Alarm [High]__last,0.016926578606949506,0.004920838064988408
SpO2__min,0.016754771144701607,0.0034298757292377377
Temperature Celsius__mean,0.01635513042596006,0.004361928763535614
