feature,importance_mean,importance_std
Chloride__last,0.13432488719366303,0.005142309947397884
Temperature F__mean,0.09394673138448276,0.0045724924114581966
"Hematocrit, Calculated__mean",0.08514807191132097,0.0024281776352480786
Temperature C (calc)__mean,0.0713619709175179,0.004207323235801437
"Temp/Iso/Warmer [Temperature, degrees C]__mean",0.05817389922370253,0.004647739987934082
Temperature C (calc)__min,0.05727283265511116,0.002441889561474746
"Potassium, Whole Blood__mean",0.05682223757943896,0.002304875285029179
Temperature C (calc)__max,0.05594816148410033,0.0024888975704018654
BP Cuff [Diastolic]__mean,0.055150867353193564,0.0035670012918751458
"Potassium, Whole Blood__last",0.05408358198183234,0.001179500675797592
SpO2__last,0.04967714005781694,0.00241720035176786
BP Cuff [Systolic]__min,0.04835665834213243,0.002987184268179983
SpO2__min,0.04420636639023676,0.003444421258619975
rx_total_mentions,0.04132389754297712,0.0017259665059039505
"Chloride, Whole Blood__last",0.03985831731700855,0.0031603852234497643
O2 saturation pulseoxymetry__mean,0.03729759616715504,0.0028292015035915404
SpO2__max,0.03667100689295157,0.0031479016039139087
"Hematocrit, Calculated__min",0.03575428238955651,0.002360518992889179
SpO2 Alarm [Low]__last,0.03560741664590472,0.0023711996117146317
SpO2__mean,0.03362437071662179,0.0031683732124857538
BP Cuff [Diastolic]__min,0.031168707265083983,0.0019348359840476413
Chloride__mean,0.030458711990888454,0.002794041489438691
"Hematocrit, Calculated__max",0.027168432417041345,0.002085859686981918
BP Cuff [Systolic]__max,0.025283560626732628,0.0020489553040984906
Bicarbonate__mean,0.025152649416491667,0.0026267566693192147
Hematocrit__mean,0.025032106799226496,0.0016341791374694526
Currently experiencing pain__mean,0.022525650836210342,0.0018619100104240863
Hematocrit__last,0.02140059052782688,0.0008149715899399182
Temperature C__mean,0.018688047965926758,0.0009655630512724107
HR Alarm [Low]__mean,0.018413261714656272,0.00173728685770467
O2 saturation pulseoxymetry__min,0.017717639114633376,0.001883101097778878
"Creatinine, Urine__last",0.01762139286660578,0.0014512670893664452
Non Invasive Blood Pressure systolic__last,0.017419223840991482,0.0019027345564741735
Spont RR__mean,0.017183489739665526,0.0028792014734255094
Sodium__min,0.017063107779979214,0.0018365285357360977
O2 Saturation Pulseoxymetry Alarm - High__min,0.017061303471785583,0.0016968016466011994
Sodium__max,0.016744115977964703,0.0018033480651799421
"Temp/Iso/Warmer [Temperature, degrees C]__max",0.01671880623015256,0.0020625976007559365
Potassium__mean,0.016339555477780786,0.002366899062834534
Urea Nitrogen__mean,0.015582648190550708,0.0010755803681244305
SpO2 Alarm [Low]__mean,0.015580077669288572,0.0009190128104660462
"Temp/Iso/Warmer [Temperature, degrees C]__last",0.015529581756417388,0.00214687821243403
White Blood Cells__last,0.015039193034282783,0.0011965209436847985
rx_unique_drugs,0.01500327988626431,0.0010875950906597972
Respiratory Rate Set__max,0.014850469812193711,0.0009584524801362151
"Chloride, Whole Blood__mean",0.014718780030608869,0.0009182377593938609
Arterial O2 Saturation__last,0.014317815788537035,0.0019236930643092571
Bicarbonate__last,0.013113032246200529,0.0013599157280919018
Respiratory Rate Set__range,0.012870229211403617,0.001019931078216625
Sodium__last,0.0127264036034753,0.0018303784320357003
Spon RR (Mech.)__mean,0.01160477889562499,0.0014161160932892568
Respiratory Rate (Set)__mean,0.01141825544653905,0.0016667704441708055
SpO2 Desat Limit__mean,0.011296477001743988,0.00138542808092727
Chloride__max,0.011151860464196538,0.0016953522543678911
age,0.011150513412188978,0.0008472395905373404
BP Cuff [Diastolic]__max,0.011114365456939756,0.0011155988221266582
Chloride__min,0.011098262624225374,0.0015999874706049586
"Temp/Iso/Warmer [Temperature, degrees C]__min",0.01108704131025402,0.0016312460818644948
Platelet Count__mean,0.010616042722063356,0.0012029522847466835
Creatinine__mean,0.010564236832010465,0.0016611627167597807
BP UAC [Systolic]__mean,0.010424514171481426,0.0009551596700944228
"Chloride, Whole Blood__max",0.010342356357294524,0.0008360776592006354
Blood Temperature CCO (C)__last,0.010139804225145998,0.0012396274032208101
"Chloride, Whole Blood__min",0.01009468416202981,0.0007859698917618986
Respiratory Rate (spontaneous)__std,0.009983163085732794,0.0010663425890309434
Temperature F (calc)__mean,0.009889895182052189,0.0005385295962529594
Pulmonary Artery Pressure diastolic__mean,0.009879897337335386,0.0011943638052551507
Baseline Current/mA__last,0.009560856102219729,0.0009357390584080799
Respiratory Rate__mean,0.00949331812771137,0.0004095118146103068
Current Used/mA__last,0.00938486190368848,0.0003679925617501907
Respiratory Rate Set__min,0.009276010214855957,0.0007095151322084724
Lactate__mean,0.00908306046261469,0.001407031256278782
Heart Rate__std,0.009031365797039536,0.00045877618584190647
CK-MB Index__mean,0.008982464101681863,0.0007983849070403125
"Creatinine, Urine__mean",0.008965236665915245,0.0007092652692451754
"Chloride, Urine__last",0.008915469891286753,0.0007849359179683965
Sodium__mean,0.008886081912625987,0.0015029923702422692
BP UAC [Systolic]__range,0.008660802912202836,0.000866124671934873
Baseline Current/mA__max,0.008506732294051767,0.0017887043332923474
Vent Stim Thresh mA__mean,0.00843730350342271,0.0005887343034786372
Urea Nitrogen__std,0.00825490771828663,0.00047496853918091566
Arterial BP [Systolic]__mean,0.008161133125318831,0.0010205792773714097
NBP [Systolic]__last,0.008070225652220264,0.001525375530528678
Heart Rate__last,0.007826878853310171,0.0009884894096153008
Lactate__last,0.007682991454005461,0.0005205083231280951
Baseline Current/mA__min,0.0075073185706319824,0.001692747571135287
Arterial BP [Systolic]__last,0.007442128668430392,0.000436056063139938
Respiratory Rate__last,0.007218270869666643,0.0007681516540941222
Urea Nitrogen__max,0.007156615434200564,0.0008112466259782808
"Temp/Iso/Warmer [Temperature, degrees C]__range",0.007082453424132051,0.00107407616057898
Temperature C (calc)__last,0.0070788818825706645,0.0005264019977133439
BP Right Arm [Systolic]__last,0.007048047985699979,0.0006917498968262632
Temperature Fahrenheit__last,0.006956077700925767,0.0009092501580552923
White Blood Cells__range,0.006833582476163391,0.000596165233739808
CK-MB Index__last,0.006830554698715141,0.000835836645884091
"Sodium, Urine__mean",0.006797496312290629,0.0010401026677516
HR Alarm [High]__last,0.006795333614113353,0.0009352697369258954
Respiratory Rate Set__mean,0.006778822958314001,0.001042505054642389
Heart rate Alarm - High__min,0.006666758117903781,0.00088790798775774
BP Left Leg [Diastolic]__last,0.006521980922777559,0.0005265514034989196
